CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
323,False,Mr.,Jo,,Brown,,Metro Bike Works,adventure-works\michael9,jo2@adventure-works.com,689-555-0130,KZaaqy2YCpxZaXM7rzYJyuNkw9w+wWoUaL5P6Jdyzpk=,T2lZOPo=,0DA4F03E-47E9-4BED-B149-9C18CEE9EB30,2006-08-01 00:00:00.000
326,False,Mr.,Scott,,Gode,,Year-Round Sports,adventure-works\david8,scott4@adventure-works.com,164-555-0145,GkzDDuB6pTaET7MyM3Kpgh+sP0JyO6EvZnbS4ep3kEg=,3CEircg=,81C81C0D-73EB-442D-BEB0-D03AD4AF5048,2005-08-01 00:00:00.000
329,False,,Andreas,,Berglund,,"Unicycles, Bicycles, and Tricycles",adventure-works\shu0,andreas1@adventure-works.com,795-555-0116,dGlOTb4tIwZCoQftB0K+7CHFl/ty6hYYq/X/T1Dq6k4=,9ak86/4=,35DE20D0-B72D-440B-8C55-6E8AD6643335,2005-08-01 00:00:00.000
330,False,Mr.,Mete,,Goktepe,,The New Bike Store,adventure-works\linda3,mete0@adventure-works.com,637-555-0120,cIKsu790VaU1891IzLoO2agtT2vvaOXkL3puAV90Zro=,7erbA0k=,09480748-3F10-4C0F-9BF1-EBEFAD6540CF,2005-12-01 00:00:00.000
358,False,Mr.,Joe,,Kim,,Mail Market,adventure-works\jae0,joe1@adventure-works.com,1 (11) 500 555-0144,/1zuZO01NBBN+zaoVVHAp+srLdfFp0nBmPrSBGPulOc=,jMsXQbs=,3ED88E2F-3F29-4E30-93D4-CE38474DED23,2007-08-01 00:00:00.000
361,False,Ms.,Karan,,Khanna,,Fitness Supplies,adventure-works\pamela0,karan1@adventure-works.com,390-555-0150,KQnTVrF88pDtzAwfV+7dDpsvf4FFaBRltsryZggImmI=,jZhDom8=,6F69F454-5199-4B15-B370-D926F8ED104C,2007-08-01 00:00:00.000
363,False,Mr.,Chris,,Ashton,,Immense Manufacturing Company,adventure-works\jillian0,chris3@adventure-works.com,556-555-0145,wGKQ72A4aSsDe2tQKUY1T1o0i/AO69PqKcMSFIponoQ=,3VRtZxg=,3543B21B-0DFA-40DE-998E-A9C3F2FCDA98,2007-08-01 00:00:00.000
364,False,Mr.,Imtiaz,,Khan,,District Mall,adventure-works\jillian0,imtiaz0@adventure-works.com,249-555-0179,NiUsCVv2EYAYfE2mK4VPPDgV7BXgOR4eQ4yVOvsOG1A=,Cdwoi3o=,9D91F4ED-58B5-4A59-9894-8FD17EBDFC9B,2005-08-01 00:00:00.000
365,False,Mr.,Jack,,Creasey,,Distinctive Store,adventure-works\shu0,jack2@adventure-works.com,539-555-0182,ao0Wb4hq67DVVcZYX2vO/mOgiZoTtJMBJzi4/wt8mrE=,7wlaV4Y=,AB87B283-4B2B-48AD-9D10-6B9F2D4D0BAA,2005-09-01 00:00:00.000
366,False,Ms.,Teresa,,Atkinson,,Extended Bike Sales,adventure-works\linda3,teresa0@adventure-works.com,129-555-0110,t+VbX7JvYz3GISo+HPpubYQr00RQKJLNqOx1dQdMKCc=,bwG1Wck=,76DA51E9-D61B-488C-A4E7-C7B87FDA2917,2005-09-01 00:00:00.000
370,False,Ms.,Elizabeth,,Keyser,,Acceptable Sales & Service,adventure-works\josé1,elizabeth2@adventure-works.com,656-555-0173,gD2lOrxAy3p4xvTGUYnECk5ROZd03OslvHCY+XDxQwI=,/P0XMaQ=,7059E0F6-846D-4A52-8A97-0734CD064892,2005-08-01 00:00:00.000
371,False,Mr.,Bruno,,Costa Da Silva,,Custom Sales and Service,adventure-works\josé1,bruno0@adventure-works.com,140-555-0143,iaQDSUY3hGgPoKQBMqMHb4jSlVLSNnjgd2j2jsX9rJs=,MY+7QbE=,05CF6683-BC27-4062-A60D-995706BBFAB5,2005-08-01 00:00:00.000
379,False,Mr.,Kevin,,Kennedy,,Fad Outlet,adventure-works\pamela0,kevin4@adventure-works.com,275-555-0179,FI+QpFgzPmmfZMk6bavb0AtoPMvD4CZ/+wGuwYgso3g=,B+59kWs=,083C2D9F-7CBB-4CD4-9BBF-30E80C376EE5,2006-09-01 00:00:00.000
380,False,Ms.,Eva,,Corets,,First Department Stores,adventure-works\david8,eva0@adventure-works.com,542-555-0164,vcqabvDo1Fnle8WElVwwEwNwCGZKfSJvDCUVyps/SuQ=,gF7bPbY=,5E469335-ACDD-41C8-89FE-0856ED944340,2006-07-01 00:00:00.000
381,False,Ms.,Julie,,Taft-Rider,,Bicycle Lines Distributors,adventure-works\jillian0,julie1@adventure-works.com,145-555-0194,BQF73YAE2cFDpeWDP0v7uA0/ZGhGgw1xxiMQqe74r7I=,6ZebGOE=,5AA5C79E-3C99-4FD2-87E7-B0E67603D5AB,2006-08-01 00:00:00.000
382,False,Mr.,Robert,,Kelly,,Beneficial Exercises and Activities,adventure-works\jillian0,robert7@adventure-works.com,510-555-0123,JM8Jl1msELWEL8AlgkQ/cej3rlO0TFq13PfmQ/bHakM=,OLqP9tg=,7EE0371D-CEFE-4A15-9347-34C232D82AB0,2006-09-01 00:00:00.000
383,False,Mr.,Scott,,Cooper,,Vehicle Shop,adventure-works\shu0,scott2@adventure-works.com,773-555-0182,BEePqLIHwU7zsFCJQcHQ8OGm8nkvUlj8YPFAT/teYOc=,+v0uddA=,94DA916C-8E0D-405C-AD3C-CFE9C1DB699A,2005-10-01 00:00:00.000
385,False,Mr.,John,,Kelly,,Sturdy Toys,adventure-works\shu0,john22@adventure-works.com,330-555-0116,tYV64ygQjda9WaWGc8CfVwqOiTHscX15aCHq9OPvjkw=,a2bt7rI=,6EDE3BE1-137D-4984-9ECB-EB871AE9059D,2005-08-01 00:00:00.000
394,False,Ms.,Bonnie,,Kearney,,Little Sports Center,adventure-works\jae0,bonnie1@adventure-works.com,1 (11) 500 555-0116,UUjDa8Zdc4Zz63sgzUXpnW3zOJwJZoBuQjoNvF2FVs0=,SNjG3l0=,F53F2CA8-F244-46B8-A64F-A09F657DB9DC,2007-08-01 00:00:00.000
397,False,Mr.,Sandeep,,Katyal,,Capable Sales and Service,adventure-works\pamela0,sandeep2@adventure-works.com,928-555-0117,EAI1ECvxzm9o9MbS8sPVK9QqTkerK/+KO5Wt6escxwY=,7xO2UQE=,B711F333-3277-4885-AB55-5790CF41F27D,2005-07-01 00:00:00.000
400,False,Mr.,Peter,,Houston,,Local Sales and Rental,adventure-works\jillian0,peter3@adventure-works.com,632-555-0171,NmON5fxy8YJbaxIrc6lSHicKQ9t/hBGfB1lwcWOr+xc=,Q5WaAeA=,40984282-13F9-4B14-90B3-E7A17180195D,2007-09-01 00:00:00.000
415,False,Mr.,Greg,,Chapman,,Imaginary Toys,adventure-works\pamela0,greg1@adventure-works.com,708-555-0169,O4klT8SXfYnT7o3qMpvaJ2lqs00qG6/UsfyahQihxFU=,Ze2j4rQ=,01289F01-9785-4DEA-A896-92592F1F90B2,2006-07-01 00:00:00.000
416,False,Ms.,Angela,,Barbariol,,Impromptu Trips,adventure-works\david8,angela1@adventure-works.com,134-555-0182,dT+8gAkuDqXAvfiIcTsiHoTPkfgs4bJuTILNGQjjc0g=,aKMOOAA=,6B7FF7E6-4028-491E-AC2A-DFBB6278CA57,2006-07-01 00:00:00.000
420,False,Mr.,Anthony,,Chor,,Extreme Riding Supplies,adventure-works\linda3,anthony0@adventure-works.com,429-555-0145,8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=,tAAs8Fk=,E4E565BB-00FF-494A-B31F-4BFE14EC2950,2007-09-01 00:00:00.000
424,False,Mr.,Eli,,Bowen,,Bikes for Two,adventure-works\josé1,eli0@adventure-works.com,371-555-0143,lQBr+SJMfQdHmj/GHgx+x1PKMKtwLGbiInwVTo+4Qfo=,7P8PxcQ=,1907F0A4-BFFE-4A3B-BEC8-76D0AECB2D30,2006-09-01 00:00:00.000
430,False,Sr.,Gustavo,,Camargo,,Uttermost Bike Shop,adventure-works\jae0,gustavo1@adventure-works.com,1 (11) 500 555-0118,+hCthjbuE+VctSZXuurfmfusjXPrneMHQFQLVjTsnuE=,fS7eEaQ=,D18DFA60-7D7E-4900-A0B6-78DF78E4DEEF,2006-08-01 00:00:00.000
443,False,Sra.,Janaina Barreiro Gambaro,,Bueno,,Courteous Bicycle Specialists,adventure-works\josé1,janainabarreirogambaro0@adventure-works.com,476-555-0184,VC5UG8CPRifGAgItWSWIpplMzshRj9HJwWt6KBvEFk0=,aNoO9K0=,133CE995-D294-47EE-94CB-468E147214D4,2007-09-01 00:00:00.000
444,False,Mr.,Shaun,,Beasley,,Finer Cycle Shop,adventure-works\garrett1,shaun0@adventure-works.com,396-555-0187,zrx5RFbPSu5mxzlRdxbDIH2wSdDS9S9OvSavFh1QHUA=,XjtM78E=,A83D6923-A2DF-4C6F-9D39-AF9DE01320DC,2006-08-01 00:00:00.000
448,False,Mr.,Terry,,Eminhizer,,Action Bicycle Specialists,adventure-works\jae0,terry1@adventure-works.com,1 (11) 500 555-0176,y8RaWYkfTrcpFEipLXAyKC2pL8AJgQhpW2mOmZ8sqF4=,vx5Ko/Q=,722AEE8F-6B89-4712-BB35-6861AF3065CD,2007-09-01 00:00:00.000
451,False,Mr.,John,,Emory,,Roadway Bike Emporium,adventure-works\pamela0,john16@adventure-works.com,691-555-0149,EXyX+Acbgfz6Y4iZ9KNW4TsmchGMdgjtJqmn+Xu2Mws=,/4/gh8A=,D5AE552E-FAFD-49AB-AC05-014484CA1139,2007-07-01 00:00:00.000
453,False,Mr.,Jon,,Ganio,,Unique Bikes,adventure-works\jillian0,jon0@adventure-works.com,672-555-0112,bWjEPINRmvLEbxP7M/s7AJTqpJenlAkq34rNVCEXqpc=,+Yo0P+0=,E165218F-456F-4D59-BF10-ACCF3911AE3C,2005-09-01 00:00:00.000
454,False,Ms.,Gail,,Erickson,,Sleek Bikes ,adventure-works\jillian0,gail1@adventure-works.com,834-555-0132,yV4p9H28cp19QO/bcSjLxZFYAs22W5SR9HnmTXUEWkM=,qUowBt4=,D0CC43E1-CF3E-47EA-87F7-2B64C899C56D,2007-09-01 00:00:00.000
456,False,Mr.,Michael,,Galos,,Riding Excursions,adventure-works\linda3,michael15@adventure-works.com,912-555-0149,Wwwn13Huxc1/wSvPmlYH5pXoqz1XUDSzAdavDQcyTKk=,x+UpoXE=,71FCE014-2BD7-4072-A163-B67CF0217325,2006-01-01 00:00:00.000
462,False,Mr.,Bob,,Gage,,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,5C085E79-91EE-4855-92C2-BA36CD6980E0,2007-02-01 00:00:00.000
466,False,Sra.,Janeth,,Esteves,,Central Bicycle Specialists,adventure-works\jae0,janeth1@adventure-works.com,1 (11) 500 555-0136,X1Y5qQtF/cCa0JcWV87/0KfmpSje5R9/RdWM+fyB7Go=,+iF/Sqs=,94B95997-FD84-4632-BB16-6F21FE706051,2007-09-01 00:00:00.000
471,False,Mr.,John,,Ford,,Social Activities Club,adventure-works\jillian0,john19@adventure-works.com,596-555-0153,Uu7MYSoXZONPT3nnOss6MamCI0JtQpdQ0lHxfbTXg2s=,MFN+Ar8=,7578FA92-B7BF-4FA8-94E3-186B08221382,2005-08-01 00:00:00.000
474,False,Mr.,Mihail,,Frintu,,Retail Cycle Shop,adventure-works\linda3,mihail1@adventure-works.com,777-555-0163,0drckP/Xt0FMU29UWCYFp/wxtTBNd5PxmzaxMM5VKYc=,hxyAApA=,9437F421-4E1A-4223-8D41-B3008BC7BBC9,2006-09-01 00:00:00.000
475,False,Mr.,John,,Evans,,Real Sporting Goods,adventure-works\shu0,john17@adventure-works.com,581-555-0172,zI7V47DGDDCr+5PUQzccWY8u8MazpHxzT0wB13+8m50=,Pz84Lbs=,14CA36FA-E45C-421C-BB5A-22CDE0946AEA,2006-07-01 00:00:00.000
479,False,Ms.,Lori,,Kane,,General Supplies,adventure-works\josé1,lori2@adventure-works.com,765-555-0141,AI+KoUdA4XQcOZdVLM5fW573x+opUHDHSXxhPuylCL4=,s0Fgpmc=,DDF27582-0D9B-45A9-B605-AB01D2C1C3B8,2006-08-01 00:00:00.000
492,False,Mr.,Garth,,Fort,,Basic Sports Equipment,adventure-works\linda3,garth0@adventure-works.com,768-555-0125,M2NMXJ5k9IJ7AKmryPzUhZqIMVsjJHs5P2voDCVEbsc=,sQuHPto=,8194B68E-AF15-4EDC-B403-6C8F7475492B,2005-08-01 00:00:00.000
493,False,Mr.,Michael,,Sullivan,,Valley Bicycle Distributors,adventure-works\shu0,michael24@adventure-works.com,323-555-0113,zeK7weuXbh2aNM2MR5WVlOvwCXgMuHuiecTgufohN+Y=,ic4F61g=,B143978A-3FC9-4077-A70A-DB4DFACEDC79,2006-11-01 00:00:00.000
498,False,Ms.,Kelly,,Focht,,Quick Delivery Service,adventure-works\garrett1,kelly0@adventure-works.com,272-555-0123,xU8UixWEoFZ9PDzLfFA3AiuIaKPV9Z2ALf/Kbpu51Zo=,E7joL4U=,E3A756B3-EE63-4AC7-A799-B1FA170EDDE6,2005-09-01 00:00:00.000
502,False,Mr.,Krishna,,Sunkammurali,,Metropolitan Bicycle Supply,adventure-works\jae0,krishna1@adventure-works.com,1 (11) 500 555-0177,rKKXHEQ/Zb5Z596gCAMQepmJHLIzJy+BpJaz5GSv31c=,sEZH3m0=,E8DD8339-8804-46F2-AC6C-BCE931FF0831,2006-09-01 00:00:00.000
505,False,Mr.,Brad,,Sutton,,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,5tnpQqGsl1FEtOjw1+pBDGRv4Cwho0BiuspfaZVuVOE=,BhyhRuI=,4F32A900-A34B-4448-A72C-196A1C553073,2007-07-01 00:00:00.000
506,False,Mr.,François,,Ferrier,,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,Li26cq1s3a+0YJcgjemlepj98r5eUwJlyHGmDJnSCWI=,NVfuzjo=,794AA83A-293D-4A91-BCF5-D40471B46569,2005-07-01 00:00:00.000
507,False,Mr.,Mary,,Bishop,,Global Sporting Goods,adventure-works\jillian0,mary4@adventure-works.com,176-555-0136,uj7ugYIlt8/EjcQMI8uLQKlKQQ/rSZ167vO7ihbVYo8=,toJKEB0=,2C2F6363-D05A-4ED4-8896-E321413D4FF3,2005-07-01 00:00:00.000
510,False,Mr.,Jimmy,,Bischoff,,World Bike Discount Store,adventure-works\linda3,jimmy1@adventure-works.com,992-555-0111,lbduPisVeIU+cP9cYQejSE4m0OPZJifKl9/E7GrrAyo=,BJUetfg=,6EE9D652-6F65-4F4D-AF0B-3A82CB34C5F1,2005-07-01 00:00:00.000
514,False,Mr.,Ryan,,Calafato,,Retail Mall,adventure-works\josé1,ryan1@adventure-works.com,726-555-0155,7zHYCWMhkitUJXggqG0dMfCqyK0FBDp/XwCeyPYWZ1A=,DBuWFZ4=,F7FA597E-BE0A-4488-9101-A6CD272DBF47,2005-07-01 00:00:00.000
515,False,Mr.,Dragan,,Tomic,,Rural Bicycle Supply,adventure-works\josé1,dragan1@adventure-works.com,833-555-0167,/RLlmUbwfhuCElQyoZ6r3d8DDXVYF3kfkJma4R7pL8g=,3KzW2g8=,0D4A67DB-594A-4131-A3C8-51C76265B3C5,2005-07-01 00:00:00.000
527,False,Ms.,Diane,,Tibbott,,Fun Times Club,adventure-works\shu0,diane5@adventure-works.com,847-555-0184,4G603WBKyHh8eHVBhhE9Fx0bYyHxSASUpUyJ5v5AG88=,br8PN50=,B43C442C-796E-4B1F-85F3-233A02F5F7ED,2005-08-01 00:00:00.000
533,False,Ms.,Yuping,,Tian,,Tenth Bike Store,adventure-works\josé1,yuping0@adventure-works.com,744-555-0123,dOvfJZgKHSk3OY2F/ZDzG76q7Vqtd3ogvi6tEW81U9E=,30pSFOQ=,89E3BBB3-134C-465B-A2BD-558EA54D3D9E,2005-08-01 00:00:00.000
544,False,Mr.,Jay,,Adams,,Valley Bicycle Specialists,adventure-works\jillian0,jay1@adventure-works.com,158-555-0142,jCFDuqUMHmknfadTRSkMvN0IDObtE/GslvN9q2Wa5xU=,117fxZM=,70259E78-E301-494B-B26D-40D663DBB3DE,2009-05-16 16:33:33.123
545,False,Mr.,Christian,,Kleinerman,,Finish and Sealant Products,adventure-works\shu0,christian1@adventure-works.com,362-555-0177,v9tjo4izinAmIevwhur1w9F/Wj0yCIj1eXG0q2dFc1s=,7uZHIds=,7118CA63-B79E-4E8A-B70D-7DF409B7F23A,2005-09-01 00:00:00.000
546,False,Mr.,Anton,,Kirilov,,Field Trip Store,adventure-works\linda3,anton0@adventure-works.com,608-555-0162,MA3e45BYPTDfQV7Kwg+fh94UR4S5kCbr0wdRqncaG0o=,0sZGs8c=,298DE006-BED6-4E13-B659-3F9422750943,2006-08-01 00:00:00.000
550,False,Ms.,Raquel,,Mello,,Remote Bicycle Specialists,adventure-works\josé1,raquel0@adventure-works.com,723-555-0124,GMyxAFJL1Mwg+3iSBTMKDohFkSy5NKqGrVo0rL23S4I=,Ap+5ADc=,DEFE32C0-E965-40EE-A991-69DCA4BEDCE6,2006-09-01 00:00:00.000
552,False,Mr.,Tim,,Kim,,Consolidated Messenger,adventure-works\garrett1,tim0@adventure-works.com,244-555-0115,tgMDK3qjc6HiiWHXztTrPQw/eEJWy2T9OWRLlcrhhbM=,W9zzlRs=,B6D14407-6E95-452D-9ED4-D72D111A5BE7,2007-08-01 00:00:00.000
559,False,Ms.,Nkenge,,McLin,,Some Discount Store,adventure-works\pamela0,nkenge0@adventure-works.com,158-555-0123,mGggzeGp9z6TPCUrzGWt1N9gNU1CoQ+Cuu8cxh8uig4=,NNRxDmg=,487EDB3A-23A8-4D1D-B1FF-FCDDCBDBC97E,2005-08-01 00:00:00.000
562,False,Ms.,Yvonne,,McKay,,Practical Bike Supply Company,adventure-works\jillian0,yvonne1@adventure-works.com,623-555-0144,CzoEFQ0OfYtg1bNPN/BfavRr5F/ulWLF9VIraghdmZo=,pXNy1Eg=,CDFD5261-BA2C-46D1-9CE3-D083483A5CD2,2005-09-01 00:00:00.000
564,False,Ms.,Michelle,,Alexander,,Imported and Domestic Cycles,adventure-works\linda3,michelle0@adventure-works.com,115-555-0175,bA9fPVXpV/0NMRuGiY+zju3+/lcB2r9uBk68dG22Ddk=,M5BkDDQ=,7F79FF5A-E220-46F7-BEC3-E6FFDABEBB2C,2007-05-01 00:00:00.000
578,False,Ms.,Carolyn,,Farino,,The Bike Shop,adventure-works\david8,carolyn0@adventure-works.com,957-555-0125,jnz8GF/glxwiqqdUVHkoV+53Mp1HOnFR/azWzJ80Ktc=,qwoGYjU=,82B2F273-C9F6-4B40-B0DA-F1AE0D6CB581,2005-07-01 00:00:00.000
579,False,Ms.,Kim,,Abercrombie,,Riders Company,adventure-works\jillian0,kim2@adventure-works.com,334-555-0137,4I8349R6c33cK+j1ef3dZt0JHOQ9MV7OvEXpCbwhQrQ=,rrgbG/U=,ADA28DF5-683F-47E6-9D05-7C22DD329440,2009-05-16 16:33:33.077
592,False,Mr.,Stefano,,Stefani,,Cycling Goods,adventure-works\jae0,stefano0@adventure-works.com,1 (11) 500 555-0115,eVnhcpqYU3NKN52mFwcXw11n5pF8qfCFpZBVTo45zsY=,XSHxez4=,13F01A4D-69BE-4DC7-9BFC-2339B0011D37,2006-08-01 00:00:00.000
595,False,Mr.,Alan,,Steiner,,Cycle Clearance,adventure-works\pamela0,alan4@adventure-works.com,792-555-0194,0ZfPkEBplSrQkVpmgzrlfblSeTpJ4CJwJu7aVWOuOSM=,FDIch68=,9C979E0C-9613-4D25-A2FB-F11DB162FE11,2007-09-01 00:00:00.000
596,False,Ms.,Kathie,,Flood,,Coho Sports,adventure-works\david8,kathie1@adventure-works.com,627-555-0192,UA0N5pHkC4DZZ4xHgqJohcC+5L3JnoaegTulnb1lrhA=,WGizZm8=,45E57628-05C0-4CF7-B920-446DB8449713,2006-08-01 00:00:00.000
597,False,Mr.,Bob,,Hodges,,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,7n1V5i5pzSERgIgX+CGs3KdSRIWCKMMppAbccjLLWQQ=,FebyYno=,544A635A-DBDF-4352-8654-EAC27DC3B3E0,2007-07-01 00:00:00.000
598,False,Mr.,Derik,,Stenerson,,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,eiskTIJrt6kqa7sel16D8OBUVoPmh3ud4vMChJvsZCc=,0rK3P2k=,677DA2FB-A3EF-4EB3-A520-23AFBBF29226,2007-02-01 00:00:00.000
606,False,Ms.,Helge,,Hoeing,,Little Bicycle Supply Shop,adventure-works\jillian0,helge0@adventure-works.com,850-555-0198,hbXMO61Cy3vQxyCiHA7HyFryiQNgK7GAqMxsht+DVBI=,yvAO+sY=,EFB59C1A-467F-4946-BCE9-72EA3E3E2236,2007-08-01 00:00:00.000
609,False,Mr.,David,,Hodgson,,Good Toys,adventure-works\linda3,david16@adventure-works.com,969-555-0117,+gtwbVycsIIj2loVtrHNRN6IBLl20lQpRK8+JhzxyEo=,AwqZdYk=,907AF75B-4DBD-4E50-A0C8-3205595987B4,2006-09-01 00:00:00.000
613,False,Mr.,Jim,,Stewart,,Famous Bike Shop,adventure-works\garrett1,jim5@adventure-works.com,226-555-0110,UhGiWqQH+ZqO4P2SIEQ4J9goCINUOyHBAttZ/+kJooA=,awRBGoA=,05B7B25A-0E97-4F07-9A87-0627F354A45F,2006-09-01 00:00:00.000
617,False,Ms.,Arlene,,Huff,,Tubeless Tire Company,adventure-works\jae0,arlene0@adventure-works.com,1 (11) 500 555-0146,V+NOGsSc50L8026bnGkDjKzDoI/ND88zeG1cDP5uO7Q=,SC/mXZQ=,44F580C3-4D01-41C8-964D-24DE6CBE51FC,2007-08-01 00:00:00.000
621,False,Mr.,Matthew,,Hink,,Running and Cycling Gear,adventure-works\david8,matthew3@adventure-works.com,146-555-0176,q9I0z+PgMdt+yPOfNb1pj69QvJ3r8WuMzirXw4mW4BM=,hDyaJt4=,A8ACF94D-2B05-4EF4-96EA-87B3466619C5,2007-09-01 00:00:00.000
624,False,Mr.,Mike,,Hines,,First Cycle Store,adventure-works\shu0,mike3@adventure-works.com,454-555-0160,gna2fhtLmKi5ZKr50RuPJEI5Vh/osfQgFxhjmQs0XpI=,wt1HllQ=,EB4B75A2-CA46-4B7D-BCBB-EAA8D41E8659,2005-09-01 00:00:00.000
629,False,Mr.,Ryan,,Ihrig,,Efficient Cycling,adventure-works\josé1,ryan4@adventure-works.com,809-555-0152,6UfB6OlcKQXLjWHj+yl3Ck3STFhp4YRHN/aojcUvsb0=,HGudpUM=,2B7A6FF6-7BD4-4E4E-896C-42A76AC54270,2007-08-01 00:00:00.000
635,False,Mr.,Roger,,Van Houten,,Sports Store,adventure-works\jae0,roger2@adventure-works.com,1 (11) 500 555-0110,C0yLsx6zITh7lXoIPgG1bl1t5II3nx4GYi/RaS1yB84=,WnTAc/0=,7F84FF66-311C-4396-A5BA-D2470EAADA21,2006-12-01 00:00:00.000
637,False,Mr.,Robert,,Lyon,,Reliable Retail Center,adventure-works\garrett1,robert9@adventure-works.com,666-555-0143,4wMARaGSdJ36NMWSghaEHOvqGA6TSKb3JZJ8QlNfnok=,0JS3VLg=,65C25750-C07B-431C-9519-BBCAA7AA6B34,2006-09-01 00:00:00.000
646,False,Mr.,Scott,,MacDonald,,Yellow Bicycle Company,adventure-works\jillian0,scott7@adventure-works.com,470-555-0171,E1wwrSH3sVJUF8UlhuAF+A5UTcdr1LObJBI67CvopDA=,LqtoWXs=,78D632CB-9993-46AC-AA5C-45B2F807F681,2005-07-01 00:00:00.000
647,False,Mr.,Michael,,Vanderhyde,,Solid Bike Parts,adventure-works\jillian0,michael25@adventure-works.com,918-555-0141,/upSM1yXqGCA1vtYL9IB/NcKFrE3cg7HvqSYGTsQprM=,uXetzTc=,F36E88F4-27E1-4636-9BD4-24DAF44C4141,2005-09-01 00:00:00.000
654,False,Mr.,Jésus,,Hernandez,,Online Bike Warehouse,adventure-works\josé1,jésus0@adventure-works.com,214-555-0145,oQESLWRzzA7xFmx/oeIwJrVckc/0dzUxgBru6ptUjqA=,Y/Ty5LA=,1A357CAC-E4F2-4880-BE31-487D92071128,2006-09-01 00:00:00.000
659,False,Mr.,Ajay,,Manchepalli,,Shipping Specialists,adventure-works\jae0,ajay0@adventure-works.com,1 (11) 500 555-0174,eVyn3oU+PF4k5dUPOBDIl+7JqQhO17DiG/iJE8dPkgc=,MYqiM6w=,A2098F7B-3D3A-4894-90D7-C79C118845D5,2008-02-01 00:00:00.000
661,False,Mr.,Kari,,Hensien,,General Department Stores,adventure-works\garrett1,kari0@adventure-works.com,143-555-0129,9q51LeEZWFDB+L+DtlRs239EjYmK9mN+eUjUvqLToLw=,niDlQYk=,AC14C556-2FCC-4578-AD66-D2F31FCA6C51,2005-08-01 00:00:00.000
669,False,Ms.,Patricia,,Doyle,,Racing Bike Outlet,adventure-works\david8,patricia0@adventure-works.com,899-555-0134,oNLvRmGCzEz1jsW8aIhOPt/9GVbikzcIYiqMuMKtrYw=,ZeNva8s=,C8D30FD5-43D3-4D5C-B54E-3561113CAF43,2006-11-01 00:00:00.000
673,False,Mr.,John,,Hanson,,Countryside Company,adventure-works\linda3,john20@adventure-works.com,107-555-0117,2stwPzsfBnHlWJSw7+jrEjtXjaoxVkBMOVsluOUNpog=,zNDLlSI=,45CF2A2C-3D06-45F4-9009-FCD4ABC19427,2006-10-01 00:00:00.000
678,False,Mr.,Reuben,,D'sa,,Vigorous Exercise Company,adventure-works\josé1,reuben1@adventure-works.com,916-555-0137,EVeayvYSlWRfySd2RBGRSr93ST2Me+VDyAoD44WBrrg=,jj5f+ZA=,9AE2B1F8-8F7D-4439-99FE-2B67E38DE4EE,2005-09-01 00:00:00.000
683,False,Ms.,Linda,,Martin,,Oils and Fluids Warehouse,adventure-works\jae0,linda8@adventure-works.com,1 (11) 500 555-0137,lePksYQQH7iiujo49o5l9u2k6fs+JCFtUHkyVL8P7WM=,JYjWVqI=,243EF1F5-74D0-4E3C-9B0D-C7AA926F3D64,2006-08-01 00:00:00.000
693,False,Mr.,Bart,,Duncan,,Stock Parts and Supplies,adventure-works\david8,bart0@adventure-works.com,539-555-0121,NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=,MPxWTOU=,3B38D4CB-9573-4686-A202-9179DBEFC7B8,2007-08-01 00:00:00.000
695,False,Mr.,Rob,,Caron,,Responsible Bike Dealers,adventure-works\jillian0,rob2@adventure-works.com,620-555-0117,yaVIQNTOMlDFxsn08drJdHoPTkydd5XKkeBgAPyVGbk=,v43cndI=,77A62D9C-4ED6-4266-AE35-40CC330ACC5E,2006-09-01 00:00:00.000
696,False,Mr.,Maciej,,Dusza,,Roadway Supplies,adventure-works\shu0,maciej1@adventure-works.com,962-555-0144,v404bp5zCcIyJO+s50eW4MbBxBjjkDQJe5ee5fvwBKI=,pDYvCjw=,A0140DD4-4D10-4091-9D89-95873DAE9BB7,2005-11-01 00:00:00.000
697,False,Mr.,Roger,,Harui,,Brakes and Gears,adventure-works\linda3,roger0@adventure-works.com,774-555-0133,tkI9EcizphWPzkz7kDwsd2AnKnZJi3/6+V5/fIuXPpo=,sQMfTfM=,B30CE5B4-BBFA-4A57-B5C2-EED1EF13E0BE,2005-08-01 00:00:00.000
